Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Keralup","Kwinana Freeway","Vehicles travel over the speed limit",0,"Dickheads on the road tailgating speeding at the same time deliberately traveling to slow in right hand lane making sure you can do speed limit or overtake",115.81993103030003,-32.4112696987
