Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"West Ballidu","12855-12855 Northam-Pithara Rd, East Ballidu","Narrow road, lanes or bridges",2,"The road is in poor condition and narrow road trains and heavy vehicles use this road and it is dangerous to pass as the road egge has a 70 to 100 mm drop off the sealed section to the gravel shoulder.",116.7221832275,-30.5362422547
"West Ballidu","13422-13422 Northam-Pithara Rd, East Ballidu","Narrow road, lanes or bridges",1,"Worst bit of road in the wheatbelt. MRWA keep losing funding to other ���priority projects�۝",116.7214429379,-30.5330356332
