Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Somerville (WA)","67 Bates Dr, Somerville","Poor road surface quality",0,"This highway is absolutely a disgrace to drive on pot holes/ uneven surfaces and not at all safe to drive on!! Worst stretch for accidents _���",121.45660400390001,-30.766619146700016
"Somerville (WA)","Gatacre Dr & Great Eastern Hwy, Somerville","Little chance to turn/cross traffic",0,"Needs right turn arrow filters if turning off Great Eastern Highway",121.4449122548,-30.771106312
