Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"The Vines","237-273 Vines Ave, The Vines","Vehicles travel over the speed limit",0,"I have experience vehicles doing in excess of 20-30km/h over the speed limit consistently. More than 70% of people who use the road speed along the street. There is no 50 km/h signs on Vines Avenue despite its volume of traffic more than doubling in the past 5 years. The government refuses to erect signage on the Road.",115.99922597410006,-31.753883629600004
"The Vines","199-225 Vines Ave, The Vines","Vehicles travel over the speed limit",1,"Speeding vehicles travel in excess of 50 kph. 100 kph is regular.",115.9999287128,-31.7557127543
