Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Haynes","Forrest Rd, Brookdale","Narrow road, lanes or bridges",0,"There is no lighting at the beginning of Forrest road. I live in Hilbert and travelling at night without road and the speed limit I take alternative routes as it is scary and dangerous.",115.969619751,-32.1655682277
"Haynes","Twelfth Rd, Brookdale","Confusing layout",0,"When travelling from Randford road, going straight through the roundabout the vehicle crossing from armadale road cut across and you cant safely get from randford to twelfth road ",115.9732621908,-32.1475134913
