Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Narrogin","Federal St & Forrest St, Narrogin","Little chance to turn/cross traffic",0,"At certain times of the day, especially school times, this intersection dangerous. ",117.1785664558,-32.9396289399
"Narrogin","79-79 Williams Rd, Narrogin","Distraction issues",0,"This intersection has a cemetery to one side. 80kmh speed limit is too fast. Too many distractions when funeral in progress and road trains come off Williams Ngn Road down Lefroy...very busy",117.1631478507,-32.9373739441
