Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Dawesville","1 & Old Coast Rd, Dawesville","Speed limit too high",0,"I had a bad accident here and have witnessed 3 others at this intersection.",115.6359475851,-32.6184257962
"Dawesville","Kellerberrin Turn & Nullagine Pass, Dawesville","Hazardous roadside objects or trees",1,"Poor vissibility due to road design (solid fencing obstructs view of on coming traffic)",115.6269192696,-32.6276833902
