Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Gwelup","76 & Muir St, Innaloo","Little chance to turn/cross traffic",4,"Cars dangerously pulling out infront of traffic. When turning left on to Karrinyup road view obstructed by vehicles turning right. Car dangerously queuing in the middle of the road.",115.7937526703,-31.8824681787
"Gwelup","2, Gwelup","Other",0,"bottle neck - needs an exster lane on the fwy all the way from perth",115.8012628555,-31.8658952118
