Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Cowalellup","Broomhill/Kerramungup Road","Poor road surface quality",0,"I have travelled this road frequently.  It has just had band aid solutions.  The amount of large trucks using this road creates the potential for a very disastors accident.  Most of the road does not have white lines on the side.  No overtaking lanes and is very narrow",118.65234375,-33.9706979974
