Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Shelley (WA)","7, Shelley","Narrow road, lanes or bridges",0,"Road cyclists have to use the footpath to connect roads at each end of Shelley Bridge",115.9006038308,-32.0237318799
"Shelley (WA)","7 & Tudor Ave N, Shelley","Confusing layout",2,"People doing U-Turns coming from Marjorie street direction. This makes it dangerous for the people who are turning left from Tudor Ave onto Leach highway as you do not know if a vehicle is going to U-Turn in front of you.",115.8948773146,-32.0266426219
