Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Jacup","26133-26133 South Coast Hwy, Jacup","Poor road surface quality",0,"Parts of the South Coastal Highway between Jerramungup and Esperance are in atrocious condition considering this area has high traffic volumes at times. There is also a substantial amount of semi trailers that use the road so it needs to be nominated for works as soon as possible.",119.2785644531,-33.8247936183
