Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Serpentine (WA)","Karnup Rd, Serpentine","Tight curves or blind crests",0,"I have lived in area for 15 years and we have had many deaths or bad accidents along this road",115.9398472309,-32.3602478358
"Serpentine (WA)","20 & Karnup Rd, Serpentine","Lacks overtaking opportunities",1,"Some near misses involving horse floats trying to turn onto Karnup Rd as there is no turn-only lane.",115.9912292587,-32.3644564396
