Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Harvey","South Western Hwy & Weir Rd, Harvey","Area requires lights/roundabout",0,"Bad intersection with poor visibility due to traffic coming uphill to the intersection that is hard to see, traffic travels too fast so turning vehicles are caught off guard. Near misses are common and a death has occurred in the past.",115.9058475494,-33.0822738017
"Harvey","20, Harvey","Poor or no guard/barrier fencing",0,"On December 9th 2018 my son lost his life on that stretch or road.  If there were barriers the car would not have rolled down the embankment and Brady would be home with me",115.9055149555,-33.0642029321
