Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Naturaliste","503-737 Cape Naturaliste Rd, Naturaliste","Vehicles travel over the speed limit",0,"Setting sun in late afternoon combined with narrow winding road and speed is an issue",115.0459098816,-33.5791946271
"Naturaliste","Cape Naturaliste Road, Dunsborough","Narrow road, lanes or bridges",0,"Cape Naturaliste Road from Dunsborough to the lighthouse is too narrow in parts (especially closer to Dunsborough), so much so there is no space for the side of the road line marking! ",115.0350952148,-33.5757264462
