Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Erskine (WA)","1 & Sticks Blvd, Erskine","Little chance to turn/cross traffic",2,"Turning right onto 1 is dangerous as traffic turning into Sticks Boulevard from left cuts across at speed to beat traffic flow",115.6975579262,-32.5542107753
"Erskine (WA)","1 & Old Coast Rd, Halls Head","Little chance to turn/cross traffic",0,"Cars often pull out from Sticks Boulevard to turn right pulling into the medium island And stop, the next car then follows, hanging out across the traffic trying to turn into Sticks from the north bound lane.",115.7060953975,-32.5493929077
