Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Wannanup","Rees Pl, Wannanup","Poor/no pedestrian access/footpath",0,"Children crossing four lanes of traffic to go to falcon primary school in a 90 kmh zone+ elderly people trying to get to bus stop",115.6446594,-32.6013629296
"Wannanup","1, Wannanup","Unsafe or poor pedestrian crossing",3,"No School pedestrian crossing children have to cross four lanes of traffic in a 90 kmh zone and elderly a very very dangerous place needs to be actioned before someone killed",115.6448632479,-32.601127931
