Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"East Cannington","Gerard St & Renou St, East Cannington","Little chance to turn/cross traffic",1,"Gerard St is a main thoroughfare accessing one of the few rail overpasses. Intersection with Renou is offset, requiring a dog-leg turn to stay on Renou. It's a bus route as well as a major access to Cannington rail station, and Carousel shopping mall. Gerard st is narrow, and passes through higher density housing. ",115.9490196937,-32.0138948933
