Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Woodridge (WA)","60, Woodridge","Lacks overtaking opportunities",0,"Dangerous overtaking",115.5957868518,-31.3288488959
"Woodridge (WA)","60, Woodridge","Lacks overtaking opportunities",0,"There have been dozens of serious crashes resulting in deaths since the road opened in 2010, and whilst a $7million was set aside for improvements by the government is it enough as fatal accidents are still occurring.",115.5921578407,-31.3228104969
