Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Warawarrup","10622-10622 South Western Hwy, Warawarrup","Poor or confusing signage",0,"",115.9074783325,-33.0394640999
"Warawarrup","10840-10872 South Western Hwy, Warawarrup","Other",0,"Poor visibility whilst trying to turn onto south western highway.",115.9074568748,-33.0608535698
