Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Mokine","Great Eastern Highway, Clackline","Tight curves or blind crests",0,"Great Eastern Highway - between The Lakes and Northam urgently needs to be made dual carriageway - and dangerous bends removed.",116.55013561246874,-31.711244753727257
"Mokine","5648-5648 Great Eastern Hwy, Mokine","Lacks overtaking opportunities",0,"Between The Lakes and Northam, there is little chance for vehicles to overtake. Vehicles that wish to travel under the speed limit are then tailgated, many times by tucks and semi trailers. Many accidents occur along this road - most recently a young 20 year old girl ",116.5526676178,-31.7108636963
