Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Breton Bay","60, Breton Bay","Lacks overtaking opportunities",3,"Dangerous driving overtaking high number of accidents",115.4398727417,-31.1807907796
"Breton Bay","1752-1752 Indian Ocean Dr, Breton Bay","Other",0,"The entire Indian Ocean Drive needs attention to seriously improve the safety of travellers as WAs reputation as a great no hassles place to visit has been harmed, for instance complete separation of north / south traffic (an entire new road), wide safe hard shoulder, stopping places off the road every 2 or 3 kms so that if conditions become hazardous, vehicles  functioning problems, drivers & passengers start to feel unwell / tired, drivers of other vehicles hassling drivers etc",115.4628753662,-31.2155725157
