Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Esperance","19 Pink Lake Rd, Esperance","Vegetation/objects block visibility",0,"",121.8857038021,-33.8614467955
"Esperance","Harbour Rd & Pink Lake Rd, Nulsen","Other",0,"This road is offset, not straight across, vehicles exiting from both sections of Pink Lake Rd onto Harbour Rd ignore the stop signs & frequently put out in front of cars travelling on Harbour Rd & more dangerously in front of trucks. The speed that some of the vehicles travel on this section of Harbour Rd is frightening.",121.8817663193,-33.8598320076
