Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Ellenbrook","Main St & The Promenade, Ellenbrook","Poorly timed traffic light system",1,"When travelling from either Main ST or The Broadway & wanting to turn right, difficult to see oncoming traffic when traffic is queing in the opposite direction.",115.9684127569,-31.7802838369
"Ellenbrook","1550 Gnangara Rd, Henley Brook","Vehicles travel over the speed limit",0,"Mix of vehicles, bikes, cars, trucks and multi trailer semi's travelling bumper to bumper. Road works under construction in places. No police presence during peck periods. ",115.975048542,-31.7922711298
