Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Cranbrook (WA)","26322-26324 Albany Hwy, Borderdale","Tight curves or blind crests",3,"The intersection is West Tambellup Road and Albany Hwy. There is poor vision in a southerly direction and restricted vision in a northerly direction. Sometimes if you think the road is clear you have to accelerate heavily in case a truck or fast moving vehicle is coming.",117.3537254333,-34.1017129973
