Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Casuarina (WA)","Marri Park Dr & Thomas Rd, Anketell","Area requires lights/roundabout",1,"Drivers tale major risks in the morning and and afternoon traffic to either merge onto Thomas road or to turn into Marri park drive with cross traffic going 90kph  School buses dropping off kids on this corning leaving our kids walking on a 90km road or crossing thomas road. Either slow the traffic down or time to put roundabouts or lights on thomas road",115.8704423904,-32.2277775283
"Casuarina (WA)","Thomas Rd, Anketell","Speed limit too high",1,"Very dangerous road for everyone. Crashes every week",115.8841001987,-32.2228582601
