Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Southern River","712-712 Ranford Rd, Harrisdale","Unsafe or poor pedestrian crossing",0,"Too many entry points before and around Grand Boulevard",115.938151,-32.105858
"Southern River","4 & Champion Dr, Champion Lakes","Poorly timed traffic light system",0,"",115.9833951115,-32.1150985813
