Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"O'Connor (WA)","Blamey Pl & Forsyth St, O'connor","Poor road markings or no edge-lines",0,"High Street Ord Street traffic intersection ",115.7883453369,-32.0560995818
"O'Connor (WA)","Jones St & Stockdale Rd, O'connor","Confusing layout",0,"",115.7882809639,-32.0602277097
