Local Government Area,Location,Main risk,Supports,Description,Longitude,Latitude
"ASHBURTON","Bingarn Rd, Tom Price","Poor road surface quality",0,"Karratha to Tom Price Road formerly known as the Roebourne Wittenoom Road joining the Nanutarra Aski Road to Bingarn Drive to Karijini Drive Asbestos in the road surface Huge trucks and vehicles creating dust and flinging up rocks Potholes and washouts so rough it destroys vehicles animals on the road single land areas ",117.7734375,-22.6748473512
