Local Government Area,Location,Main risk,Supports,Description,Longitude,Latitude
"TRAYNING","Nungarin-Wyalkatchem Rd, South Yelbeni","Narrow road, lanes or bridges",0,"road not wide for trucks and car or other trucks to pass to pass safely",117.6522016525,-31.1756871594
